page	n_rows	synthetic_rows	pitch	data_h	top_gap_pitch	bot_gap_pitch	top_overflow_px	bottom_overflow_px	smear_top_px	smear_bottom_px	ink_above	ink_below	rows_lost_bottom	rows_squeezed_top	flags
10	27	7	93.5	3317	0.909	8.642	-38.2	-761.2	0	0	0.006	5.655	7	0	LOST_7_BOTTOM_ROWS,BOTTOM_CUT,TOP_SQUEEZE
