page	row	col	ink_px	chroma_px	has_text
3	0	0	290	2324	1
3	0	1	891	1067	1
3	0	2	1026	1229	1
3	0	3	341	414	1
3	0	4	228	307	1
3	0	5	949	1111	1
3	0	6	546	852	1
3	0	7	0	0	0
3	0	8	102	163	1
3	0	9	360	467	1
3	0	10	22	115	1
3	0	11	721	862	1
3	0	12	0	0	0
3	0	13	0	0	0
3	0	14	0	0	0
3	0	15	0	0	0
3	0	16	0	0	0
3	0	17	0	0	0
3	0	18	0	0	0
3	1	0	214	2034	1
3	1	1	111	144	1
3	1	2	994	1207	1
3	1	3	200	233	1
3	1	4	225	288	1
3	1	5	873	1061	1
3	1	6	220	398	1
3	1	7	223	491	1
3	1	8	73	158	1
3	1	9	159	291	1
3	1	10	34	112	1
3	1	11	455	564	1
3	1	12	0	0	0
3	1	13	0	0	0
3	1	14	0	0	0
3	1	15	0	0	0
3	1	16	0	0	0
3	1	17	0	0	0
3	1	18	0	0	0
3	2	0	262	1819	1
3	2	1	70	130	1
3	2	2	128	175	1
3	2	3	570	692	1
3	2	4	238	300	1
3	2	5	829	1034	1
3	2	6	128	365	1
3	2	7	402	875	1
3	2	8	120	240	1
3	2	9	55	435	1
3	2	10	234	283	1
3	2	11	690	803	1
3	2	12	0	0	0
3	2	13	0	0	0
3	2	14	0	0	0
3	2	15	0	9	0
3	2	16	0	0	0
3	2	17	0	0	0
3	2	18	0	0	0
3	3	0	266	2029	1
3	3	1	123	176	1
3	3	2	1153	1389	1
3	3	3	340	392	1
3	3	4	274	344	1
3	3	5	792	969	1
3	3	6	166	355	1
3	3	7	93	481	1
3	3	8	114	220	1
3	3	9	281	395	1
3	3	10	9	64	1
3	3	11	720	852	1
3	3	12	0	0	0
3	3	13	0	0	0
3	3	14	0	0	0
3	3	15	0	0	0
3	3	16	0	0	0
3	3	17	0	0	0
3	3	18	0	0	0
3	4	0	277	1816	1
3	4	1	79	128	1
3	4	2	150	70	1
3	4	3	318	298	1
3	4	4	192	235	1
3	4	5	566	661	1
3	4	6	74	229	1
3	4	7	0	470	1
3	4	8	12	780	1
3	4	9	0	553	1
3	4	10	0	0	0
3	4	11	268	341	1
3	4	12	17	149	0
3	4	13	0	0	0
3	4	14	0	0	0
3	4	15	0	0	0
3	4	16	0	0	0
3	4	17	0	9	0
3	4	18	0	0	0
3	5	0	198	1865	1
3	5	1	92	133	1
3	5	2	115	153	1
3	5	3	365	450	1
3	5	4	272	349	1
3	5	5	867	1058	1
3	5	6	79	287	1
3	5	7	0	0	0
3	5	8	166	273	1
3	5	9	331	421	1
3	5	10	40	129	1
3	5	11	735	847	1
3	5	12	0	0	0
3	5	13	0	0	0
3	5	14	0	0	0
3	5	15	0	0	0
3	5	16	0	18	0
3	5	17	0	0	0
3	5	18	0	0	0
3	6	0	270	2035	1
3	6	1	69	124	1
3	6	2	115	157	1
3	6	3	553	662	1
3	6	4	257	380	1
3	6	5	778	972	1
3	6	6	143	492	1
3	6	7	137	802	1
3	6	8	123	223	1
3	6	9	325	438	1
3	6	10	9	109	1
3	6	11	749	870	1
3	6	12	0	0	0
3	6	13	0	0	0
3	6	14	0	0	0
3	6	15	0	0	0
3	6	16	0	0	0
3	6	17	0	0	0
3	6	18	2	8	0
3	7	0	227	1935	1
3	7	1	79	128	1
3	7	2	149	192	1
3	7	3	484	595	1
3	7	4	221	312	1
3	7	5	791	993	1
3	7	6	198	545	1
3	7	7	623	926	1
3	7	8	0	16	0
3	7	9	18	94	1
3	7	10	0	0	0
3	7	11	569	679	1
3	7	12	0	0	0
3	7	13	0	0	0
3	7	14	0	0	0
3	7	15	0	0	0
3	7	16	0	0	0
3	7	17	0	0	0
3	7	18	8	18	0
3	8	0	331	1674	1
3	8	1	79	126	1
3	8	2	116	154	1
3	8	3	578	691	1
3	8	4	264	326	1
3	8	5	887	1137	1
3	8	6	112	389	1
3	8	7	614	953	1
3	8	8	0	0	0
3	8	9	27	69	1
3	8	10	0	0	0
3	8	11	592	703	1
3	8	12	0	0	0
3	8	13	0	0	0
3	8	14	0	0	0
3	8	15	0	0	0
3	8	16	0	28	0
3	8	17	0	0	0
3	8	18	0	0	0
3	9	0	219	1781	1
3	9	1	71	112	1
3	9	2	175	223	1
3	9	3	517	619	1
3	9	4	222	281	1
3	9	5	1138	1367	1
3	9	6	254	658	1
3	9	7	572	1046	1
3	9	8	0	33	0
3	9	9	31	78	1
3	9	10	0	0	0
3	9	11	727	849	1
3	9	12	0	0	0
3	9	13	0	0	0
3	9	14	0	0	0
3	9	15	0	0	0
3	9	16	0	0	0
3	9	17	0	0	0
3	9	18	0	14	0
3	10	0	321	1963	1
3	10	1	83	139	1
3	10	2	920	1105	1
3	10	3	554	670	1
3	10	4	269	333	1
3	10	5	956	1162	1
3	10	6	272	426	1
3	10	7	28	809	1
3	10	8	250	367	1
3	10	9	346	432	1
3	10	10	18	89	1
3	10	11	756	893	1
3	10	12	0	0	0
3	10	13	0	0	0
3	10	14	0	0	0
3	10	15	0	0	0
3	10	16	0	0	0
3	10	17	0	0	0
3	10	18	0	0	0
3	11	0	403	2175	1
3	11	1	90	141	1
3	11	2	936	1169	1
3	11	3	201	230	1
3	11	4	489	625	1
3	11	5	601	758	1
3	11	6	109	401	1
3	11	7	512	632	1
3	11	8	165	256	1
3	11	9	0	42	1
3	11	10	57	86	1
3	11	11	60	80	1
3	11	12	0	0	0
3	11	13	0	0	0
3	11	14	0	0	0
3	11	15	0	0	0
3	11	16	0	0	0
3	11	17	0	9	0
3	11	18	6	19	0
3	12	0	465	2405	1
3	12	1	78	116	1
3	12	2	0	6	0
3	12	3	0	6	0
3	12	4	457	606	1
3	12	5	871	1056	1
3	12	6	120	348	1
3	12	7	382	446	1
3	12	8	179	297	1
3	12	9	15	84	1
3	12	10	75	92	1
3	12	11	108	132	1
3	12	12	0	0	0
3	12	13	0	0	0
3	12	14	0	0	0
3	12	15	0	0	0
3	12	16	0	0	0
3	12	17	0	0	0
3	12	18	16	43	0
3	13	0	365	1854	1
3	13	1	130	176	1
3	13	2	134	156	0
3	13	3	263	306	1
3	13	4	499	592	1
3	13	5	903	1083	1
3	13	6	100	394	1
3	13	7	9	664	1
3	13	8	169	326	1
3	13	9	9	61	1
3	13	10	60	91	1
3	13	11	81	105	1
3	13	12	0	0	0
3	13	13	0	0	0
3	13	14	0	0	0
3	13	15	0	0	0
3	13	16	0	0	0
3	13	17	0	9	0
3	13	18	0	0	0
3	14	0	432	2128	1
3	14	1	115	205	1
3	14	2	1235	1427	1
3	14	3	548	662	1
3	14	4	591	708	1
3	14	5	823	984	1
3	14	6	145	446	1
3	14	7	0	0	0
3	14	8	163	263	1
3	14	9	221	330	1
3	14	10	0	96	1
3	14	11	599	701	1
3	14	12	0	0	0
3	14	13	0	0	0
3	14	14	0	0	0
3	14	15	0	0	0
3	14	16	0	0	0
3	14	17	0	0	0
3	14	18	0	15	0
3	15	0	373	2506	1
3	15	1	104	207	1
3	15	2	0	0	0
3	15	3	0	0	0
3	15	4	795	938	1
3	15	5	755	874	1
3	15	6	148	466	1
3	15	7	0	0	0
3	15	8	175	253	1
3	15	9	24	84	1
3	15	10	78	98	1
3	15	11	58	93	1
3	15	12	0	0	0
3	15	13	0	0	0
3	15	14	0	0	0
3	15	15	0	0	0
3	15	16	0	0	0
3	15	17	0	0	0
3	15	18	0	0	0
3	16	0	423	2535	1
3	16	1	97	155	1
3	16	2	194	225	1
3	16	3	1128	1288	1
3	16	4	894	1072	1
3	16	5	1078	1532	1
3	16	6	124	363	1
3	16	7	0	0	0
3	16	8	178	252	1
3	16	9	192	275	1
3	16	10	85	178	1
3	16	11	551	646	1
3	16	12	0	0	0
3	16	13	0	0	0
3	16	14	0	0	0
3	16	15	0	0	0
3	16	16	0	0	0
3	16	17	0	0	0
3	16	18	0	9	0
3	17	0	410	2193	1
3	17	1	136	184	1
3	17	2	9	0	1
3	17	3	0	0	0
3	17	4	860	992	1
3	17	5	830	1247	1
3	17	6	101	408	1
3	17	7	0	24	0
3	17	8	209	329	1
3	17	9	18	51	1
3	17	10	157	222	1
3	17	11	130	178	1
3	17	12	0	0	0
3	17	13	0	0	0
3	17	14	0	0	0
3	17	15	0	0	0
3	17	16	0	0	0
3	17	17	0	0	0
3	17	18	0	0	0
3	18	0	535	2014	1
3	18	1	131	177	1
3	18	2	75	116	1
3	18	3	564	663	1
3	18	4	1023	913	1
3	18	5	1168	1365	1
3	18	6	154	475	1
3	18	7	0	666	1
3	18	8	162	329	1
3	18	9	235	339	1
3	18	10	9	96	1
3	18	11	578	691	1
3	18	12	0	0	0
3	18	13	0	0	0
3	18	14	12	0	0
3	18	15	12	0	0
3	18	16	0	0	0
3	18	17	0	0	0
3	18	18	0	0	0
3	19	0	272	1702	1
3	19	1	166	215	1
3	19	2	18	0	0
3	19	3	6	0	0
3	19	4	876	983	1
3	19	5	1162	1374	1
3	19	6	131	348	1
3	19	7	0	0	0
3	19	8	84	270	1
3	19	9	0	33	1
3	19	10	120	155	1
3	19	11	93	118	1
3	19	12	0	0	0
3	19	13	0	0	0
3	19	14	0	0	0
3	19	15	0	0	0
3	19	16	0	0	0
3	19	17	0	0	0
3	19	18	0	0	0
3	20	0	438	1975	1
3	20	1	103	173	1
3	20	2	61	76	1
3	20	3	338	381	1
3	20	4	293	381	1
3	20	5	480	602	1
3	20	6	118	201	1
3	20	7	973	1121	1
3	20	8	583	800	1
3	20	9	837	982	1
3	20	10	105	128	0
3	20	11	165	216	1
3	20	12	0	50	0
3	20	13	0	0	0
3	20	14	0	0	0
3	20	15	0	9	0
3	20	16	0	9	0
3	20	17	0	0	0
3	20	18	0	0	0
3	21	0	419	2026	1
3	21	1	144	203	1
3	21	2	0	0	0
3	21	3	0	0	0
3	21	4	405	478	1
3	21	5	683	803	1
3	21	6	149	179	1
3	21	7	0	12	0
3	21	8	0	0	0
3	21	9	0	0	0
3	21	10	92	119	1
3	21	11	95	120	1
3	21	12	0	0	0
3	21	13	0	0	0
3	21	14	0	9	0
3	21	15	0	0	0
3	21	16	0	0	0
3	21	17	0	0	0
3	21	18	0	0	0
3	22	0	553	2216	1
3	22	1	102	155	1
3	22	2	140	172	1
3	22	3	610	745	1
3	22	4	674	865	1
3	22	5	693	819	1
3	22	6	152	325	1
3	22	7	0	0	0
3	22	8	240	349	1
3	22	9	240	326	1
3	22	10	22	119	1
3	22	11	710	832	1
3	22	12	0	0	0
3	22	13	0	0	0
3	22	14	0	0	0
3	22	15	0	0	0
3	22	16	0	0	0
3	22	17	0	0	0
3	22	18	0	0	0
3	23	0	536	2282	1
3	23	1	157	218	1
3	23	2	4	0	0
3	23	3	4	15	0
3	23	4	748	930	1
3	23	5	1147	1395	1
3	23	6	142	305	1
3	23	7	0	0	0
3	23	8	94	272	1
3	23	9	0	31	1
3	23	10	91	117	1
3	23	11	116	147	1
3	23	12	0	0	0
3	23	13	0	0	0
3	23	14	0	0	0
3	23	15	0	0	0
3	23	16	0	0	0
3	23	17	0	0	0
3	23	18	0	9	0
3	24	0	546	2529	1
3	24	1	101	179	1
3	24	2	861	1099	1
3	24	3	474	569	1
3	24	4	497	605	1
3	24	5	835	991	1
3	24	6	125	375	1
3	24	7	0	0	0
3	24	8	144	263	1
3	24	9	313	389	1
3	24	10	18	78	1
3	24	11	459	560	1
3	24	12	0	0	0
3	24	13	0	0	0
3	24	14	0	0	0
3	24	15	0	0	0
3	24	16	0	0	0
3	24	17	0	0	0
3	24	18	0	0	0
3	25	0	462	2118	1
3	25	1	123	162	1
3	25	2	163	201	1
3	25	3	399	503	1
3	25	4	554	663	1
3	25	5	532	668	1
3	25	6	114	358	1
3	25	7	0	0	0
3	25	8	147	342	1
3	25	9	222	310	1
3	25	10	12	105	1
3	25	11	431	518	1
3	25	12	0	0	0
3	25	13	0	0	0
3	25	14	0	0	0
3	25	15	0	0	0
3	25	16	0	0	0
3	25	17	0	0	0
3	25	18	0	0	0
3	26	0	473	1981	1
3	26	1	113	148	1
3	26	2	161	202	1
3	26	3	549	646	1
3	26	4	944	897	1
3	26	5	660	797	1
3	26	6	143	350	1
3	26	7	0	0	0
3	26	8	96	263	1
3	26	9	249	359	1
3	26	10	12	81	1
3	26	11	582	695	1
3	26	12	0	0	0
3	26	13	0	0	0
3	26	14	0	0	0
3	26	15	6	9	0
3	26	16	6	0	0
3	26	17	0	0	0
3	26	18	0	0	0
3	27	0	570	1832	1
3	27	1	128	188	1
3	27	2	0	0	0
3	27	3	0	0	0
3	27	4	890	671	1
3	27	5	892	1050	1
3	27	6	264	513	1
3	27	7	0	19	0
3	27	8	116	279	1
3	27	9	0	60	1
3	27	10	108	140	1
3	27	11	102	130	1
3	27	12	0	0	0
3	27	13	0	9	0
3	27	14	0	0	0
3	27	15	0	0	0
3	27	16	0	0	0
3	27	17	0	0	0
3	27	18	0	0	0
3	28	0	1017	1691	1
3	28	1	153	214	1
3	28	2	1199	1426	1
3	28	3	328	397	1
3	28	4	587	734	1
3	28	5	707	869	1
3	28	6	746	1306	1
3	28	7	0	0	0
3	28	8	211	319	1
3	28	9	448	595	1
3	28	10	26	71	1
3	28	11	516	634	1
3	28	12	0	0	0
3	28	13	0	0	0
3	28	14	0	0	0
3	28	15	8	0	0
3	28	16	8	0	0
3	28	17	0	0	0
3	28	18	0	0	0
3	29	0	592	699	1
3	29	1	137	185	1
3	29	2	0	0	0
3	29	3	0	0	0
3	29	4	588	777	1
3	29	5	848	1035	1
3	29	6	552	986	1
3	29	7	367	905	1
3	29	8	290	418	1
3	29	9	178	254	1
3	29	10	52	76	1
3	29	11	75	108	1
3	29	12	0	0	0
3	29	13	0	0	0
3	29	14	0	0	0
3	29	15	0	0	0
3	29	16	0	0	0
3	29	17	0	0	0
3	29	18	27	41	0
3	30	0	638	921	1
3	30	1	116	176	1
3	30	2	0	0	0
3	30	3	0	0	0
3	30	4	266	587	1
3	30	5	926	1118	1
3	30	6	566	882	1
3	30	7	0	0	0
3	30	8	208	327	1
3	30	9	428	576	1
3	30	10	52	93	1
3	30	11	689	816	1
3	30	12	0	0	0
3	30	13	0	0	0
3	30	14	0	0	0
3	30	15	0	9	0
3	30	16	0	0	0
3	30	17	0	0	0
3	30	18	0	0	0
3	31	0	908	860	1
3	31	1	141	204	1
3	31	2	138	188	1
3	31	3	590	676	1
3	31	4	517	623	1
3	31	5	908	1094	1
3	31	6	179	353	1
3	31	7	0	0	0
3	31	8	213	308	1
3	31	9	348	441	1
3	31	10	56	108	1
3	31	11	614	723	1
3	31	12	0	0	0
3	31	13	0	0	0
3	31	14	0	0	0
3	31	15	0	0	0
3	31	16	0	0	0
3	31	17	0	0	0
3	31	18	0	0	0
3	32	0	1817	915	1
3	32	1	219	269	1
3	32	2	0	0	0
3	32	3	0	0	0
3	32	4	638	750	1
3	32	5	983	1175	1
3	32	6	157	341	1
3	32	7	0	0	0
3	32	8	254	350	1
3	32	9	39	181	1
3	32	10	99	124	1
3	32	11	134	172	1
3	32	12	0	0	0
3	32	13	0	0	0
3	32	14	0	0	0
3	32	15	0	0	0
3	32	16	0	0	0
3	32	17	0	0	0
3	32	18	0	0	0
3	33	0	660	371	0
3	33	1	0	67	0
3	33	2	15	0	0
3	33	3	0	0	0
3	33	4	9	0	0
3	33	5	0	327	0
3	33	6	0	0	0
3	33	7	0	0	0
3	33	8	0	0	0
3	33	9	42	110	0
3	33	10	33	113	0
3	33	11	101	395	0
3	33	12	103	157	0
3	33	13	224	406	0
3	33	14	0	0	0
3	33	15	0	0	0
3	33	16	0	0	0
3	33	17	0	0	0
3	33	18	0	45	0
4	0	0	742	3138	0
4	0	1	848	1019	0
4	0	2	854	1035	0
4	0	3	471	575	0
4	0	4	671	530	0
4	0	5	819	1012	0
4	0	6	504	775	0
4	0	7	0	0	0
4	0	8	51	324	1
4	0	9	315	851	1
4	0	10	30	459	1
4	0	11	496	1138	1
4	0	12	23	124	1
4	0	13	393	515	1
4	0	14	0	0	0
4	0	15	0	0	0
4	0	16	0	0	0
4	0	17	0	0	0
4	0	18	0	0	0
4	1	0	550	2655	1
4	1	1	189	255	1
4	1	2	0	0	0
4	1	3	0	0	0
4	1	4	685	565	1
4	1	5	845	1048	1
4	1	6	121	352	1
4	1	7	0	0	0
4	1	8	114	214	1
4	1	9	9	112	1
4	1	10	74	106	1
4	1	11	103	131	1
4	1	12	0	0	0
4	1	13	0	0	0
4	1	14	0	0	0
4	1	15	0	0	0
4	1	16	0	0	0
4	1	17	0	0	0
4	1	18	0	0	0
4	2	0	554	2448	1
4	2	1	156	216	1
4	2	2	1031	1250	0
4	2	3	520	605	0
4	2	4	401	471	1
4	2	5	736	906	1
4	2	6	169	356	1
4	2	7	0	0	0
4	2	8	154	240	1
4	2	9	0	114	1
4	2	10	69	94	1
4	2	11	76	104	1
4	2	12	0	0	0
4	2	13	0	0	0
4	2	14	0	0	0
4	2	15	0	0	0
4	2	16	0	0	0
4	2	17	0	0	0
4	2	18	0	30	0
4	3	0	518	2623	1
4	3	1	185	246	1
4	3	2	116	157	1
4	3	3	500	603	1
4	3	4	463	566	1
4	3	5	904	1098	1
4	3	6	114	270	1
4	3	7	399	514	0
4	3	8	237	387	1
4	3	9	0	67	1
4	3	10	57	82	1
4	3	11	58	87	1
4	3	12	0	0	0
4	3	13	0	0	0
4	3	14	0	0	0
4	3	15	0	0	0
4	3	16	0	0	0
4	3	17	0	0	0
4	3	18	0	0	0
4	4	0	475	2112	1
4	4	1	128	184	1
4	4	2	130	190	1
4	4	3	506	622	1
4	4	4	535	653	1
4	4	5	826	956	1
4	4	6	107	289	1
4	4	7	417	499	1
4	4	8	76	352	1
4	4	9	15	155	1
4	4	10	72	91	1
4	4	11	51	81	1
4	4	12	0	0	0
4	4	13	0	0	0
4	4	14	0	0	0
4	4	15	0	0	0
4	4	16	0	0	0
4	4	17	0	0	0
4	4	18	0	0	0
4	5	0	600	2199	1
4	5	1	112	172	1
4	5	2	1002	1233	1
4	5	3	490	608	1
4	5	4	340	407	1
4	5	5	933	1089	1
4	5	6	163	366	1
4	5	7	0	0	0
4	5	8	185	277	1
4	5	9	205	327	1
4	5	10	59	174	1
4	5	11	532	623	1
4	5	12	0	0	0
4	5	13	0	0	0
4	5	14	0	0	0
4	5	15	0	0	0
4	5	16	0	0	0
4	5	17	0	0	0
4	5	18	0	0	0
4	6	0	348	2378	1
4	6	1	90	136	1
4	6	2	129	176	1
4	6	3	597	726	1
4	6	4	450	557	1
4	6	5	837	1013	1
4	6	6	168	402	1
4	6	7	0	0	0
4	6	8	240	348	1
4	6	9	225	339	1
4	6	10	18	84	1
4	6	11	614	759	1
4	6	12	0	0	0
4	6	13	0	0	0
4	6	14	12	0	0
4	6	15	4	0	0
4	6	16	0	0	0
4	6	17	0	0	0
4	6	18	0	0	0
4	7	0	474	2314	1
4	7	1	84	150	1
4	7	2	120	166	1
4	7	3	413	495	1
4	7	4	440	542	1
4	7	5	816	979	1
4	7	6	137	403	1
4	7	7	430	804	0
4	7	8	0	8	0
4	7	9	9	155	1
4	7	10	0	0	0
4	7	11	631	695	1
4	7	12	0	0	0
4	7	13	0	0	0
4	7	14	0	0	0
4	7	15	0	0	0
4	7	16	0	0	0
4	7	17	0	0	0
4	7	18	0	0	0
4	8	0	475	2434	1
4	8	1	107	169	1
4	8	2	132	197	1
4	8	3	534	671	1
4	8	4	384	473	1
4	8	5	515	621	1
4	8	6	139	284	1
4	8	7	0	0	0
4	8	8	287	447	0
4	8	9	277	362	1
4	8	10	60	173	0
4	8	11	92	125	1
4	8	12	0	0	0
4	8	13	0	0	0
4	8	14	0	0	0
4	8	15	0	0	0
4	8	16	0	0	0
4	8	17	0	0	0
4	8	18	0	0	0
4	9	0	623	2229	1
4	9	1	177	233	1
4	9	2	930	1125	1
4	9	3	276	323	1
4	9	4	314	369	1
4	9	5	730	937	1
4	9	6	176	345	1
4	9	7	352	1045	0
4	9	8	0	0	0
4	9	9	18	94	1
4	9	10	0	0	0
4	9	11	853	955	1
4	9	12	0	0	0
4	9	13	0	0	0
4	9	14	0	0	0
4	9	15	0	0	0
4	9	16	0	0	0
4	9	17	0	0	0
4	9	18	0	0	0
4	10	0	680	2546	1
4	10	1	142	214	1
4	10	2	74	148	1
4	10	3	256	325	1
4	10	4	279	338	1
4	10	5	1034	1241	1
4	10	6	147	326	1
4	10	7	0	0	0
4	10	8	189	288	0
4	10	9	213	289	1
4	10	10	9	88	0
4	10	11	863	1101	1
4	10	12	0	0	0
4	10	13	0	0	0
4	10	14	0	0	0
4	10	15	0	0	0
4	10	16	0	0	0
4	10	17	0	0	0
4	10	18	0	0	0
4	11	0	706	2622	1
4	11	1	108	171	1
4	11	2	146	189	1
4	11	3	446	507	1
4	11	4	305	356	1
4	11	5	878	1060	1
4	11	6	152	332	1
4	11	7	0	0	0
4	11	8	496	658	1
4	11	9	167	243	1
4	11	10	0	94	1
4	11	11	647	757	1
4	11	12	0	0	0
4	11	13	0	0	0
4	11	14	0	0	0
4	11	15	0	0	0
4	11	16	0	0	0
4	11	17	0	9	0
4	11	18	0	0	0
4	12	0	550	2317	1
4	12	1	201	251	1
4	12	2	74	97	1
4	12	3	645	544	1
4	12	4	224	289	1
4	12	5	584	677	1
4	12	6	182	275	1
4	12	7	683	801	0
4	12	8	663	800	1
4	12	9	633	773	1
4	12	10	309	375	1
4	12	11	294	348	1
4	12	12	9	89	0
4	12	13	0	0	0
4	12	14	0	0	0
4	12	15	0	0	0
4	12	16	0	0	0
4	12	17	0	0	0
4	12	18	0	9	0
4	13	0	643	2347	1
4	13	1	155	219	1
4	13	2	1147	1352	1
4	13	3	559	682	1
4	13	4	538	640	1
4	13	5	903	1100	1
4	13	6	637	1479	1
4	13	7	256	631	1
4	13	8	191	283	1
4	13	9	218	343	0
4	13	10	9	83	0
4	13	11	428	536	1
4	13	12	0	0	0
4	13	13	0	0	0
4	13	14	0	15	0
4	13	15	0	0	0
4	13	16	0	0	0
4	13	17	0	0	0
4	13	18	0	0	0
4	14	0	605	2302	1
4	14	1	133	194	1
4	14	2	113	168	1
4	14	3	536	611	1
4	14	4	542	632	1
4	14	5	605	756	1
4	14	6	599	1273	1
4	14	7	509	801	1
4	14	8	150	253	1
4	14	9	176	300	1
4	14	10	9	58	1
4	14	11	554	648	1
4	14	12	0	0	0
4	14	13	0	0	0
4	14	14	0	0	0
4	14	15	0	0	0
4	14	16	0	0	0
4	14	17	0	3	0
4	14	18	0	0	0
4	15	0	656	2411	1
4	15	1	173	221	1
4	15	2	1078	1268	1
4	15	3	486	584	1
4	15	4	249	300	1
4	15	5	622	788	1
4	15	6	836	1280	1
4	15	7	0	0	0
4	15	8	159	214	1
4	15	9	176	213	1
4	15	10	0	88	1
4	15	11	545	647	1
4	15	12	0	0	0
4	15	13	0	0	0
4	15	14	0	0	0
4	15	15	0	0	0
4	15	16	0	0	0
4	15	17	0	9	0
4	15	18	8	48	0
4	16	0	348	2191	1
4	16	1	135	195	1
4	16	2	173	217	1
4	16	3	561	662	1
4	16	4	398	494	1
4	16	5	858	947	1
4	16	6	660	1257	1
4	16	7	427	1006	0
4	16	8	174	312	1
4	16	9	206	314	1
4	16	10	26	95	1
4	16	11	847	922	1
4	16	12	0	0	0
4	16	13	0	0	0
4	16	14	0	0	0
4	16	15	0	0	0
4	16	16	0	0	0
4	16	17	0	0	0
4	16	18	0	0	0
4	17	0	540	2679	1
4	17	1	124	181	1
4	17	2	0	0	0
4	17	3	0	0	0
4	17	4	481	573	1
4	17	5	1052	1227	1
4	17	6	465	1112	1
4	17	7	46	157	1
4	17	8	75	279	1
4	17	9	9	51	1
4	17	10	78	103	1
4	17	11	95	119	1
4	17	12	0	0	0
4	17	13	0	0	0
4	17	14	0	0	0
4	17	15	0	0	0
4	17	16	0	0	0
4	17	17	0	0	0
4	17	18	0	0	0
4	18	0	427	2411	1
4	18	1	171	230	1
4	18	2	154	223	0
4	18	3	504	647	0
4	18	4	245	320	1
4	18	5	574	764	1
4	18	6	192	697	1
4	18	7	422	883	0
4	18	8	109	322	1
4	18	9	154	228	1
4	18	10	18	95	1
4	18	11	419	548	1
4	18	12	0	0	0
4	18	13	0	0	0
4	18	14	0	0	0
4	18	15	0	0	0
4	18	16	0	0	0
4	18	17	0	0	0
4	18	18	0	0	0
4	19	0	630	2783	1
4	19	1	145	200	1
4	19	2	214	266	1
4	19	3	577	738	1
4	19	4	490	569	1
4	19	5	799	956	1
4	19	6	109	341	1
4	19	7	0	0	0
4	19	8	147	418	1
4	19	9	192	276	1
4	19	10	30	117	1
4	19	11	464	610	1
4	19	12	0	0	0
4	19	13	0	0	0
4	19	14	0	0	0
4	19	15	0	0	0
4	19	16	0	0	0
4	19	17	0	0	0
4	19	18	46	57	0
4	20	0	660	2466	1
4	20	1	226	287	1
4	20	2	138	194	1
4	20	3	511	620	1
4	20	4	278	335	1
4	20	5	866	997	1
4	20	6	106	341	1
4	20	7	0	542	0
4	20	8	81	348	1
4	20	9	217	321	1
4	20	10	20	124	1
4	20	11	462	591	1
4	20	12	0	0	0
4	20	13	0	9	0
4	20	14	0	0	0
4	20	15	0	0	0
4	20	16	0	0	0
4	20	17	0	0	0
4	20	18	30	14	0
4	21	0	768	2994	1
4	21	1	142	193	1
4	21	2	1206	1387	1
4	21	3	513	608	1
4	21	4	399	475	1
4	21	5	692	866	1
4	21	6	108	525	1
4	21	7	27	487	1
4	21	8	67	251	1
4	21	9	12	106	1
4	21	10	77	88	1
4	21	11	112	158	1
4	21	12	0	0	0
4	21	13	0	0	0
4	21	14	0	0	0
4	21	15	0	0	0
4	21	16	23	0	0
4	21	17	18	0	0
4	21	18	0	0	0
4	22	0	476	2574	1
4	22	1	167	234	1
4	22	2	136	184	1
4	22	3	351	420	1
4	22	4	561	655	1
4	22	5	652	778	1
4	22	6	100	762	1
4	22	7	80	726	1
4	22	8	0	273	1
4	22	9	181	257	1
4	22	10	36	96	1
4	22	11	721	831	1
4	22	12	0	0	0
4	22	13	0	0	0
4	22	14	0	0	0
4	22	15	0	0	0
4	22	16	0	0	0
4	22	17	0	0	0
4	22	18	36	0	0
4	23	0	629	2752	1
4	23	1	179	236	1
4	23	2	802	969	1
4	23	3	562	669	1
4	23	4	472	547	1
4	23	5	871	1051	1
4	23	6	92	263	1
4	23	7	0	0	0
4	23	8	144	248	1
4	23	9	209	300	1
4	23	10	14	86	1
4	23	11	560	677	1
4	23	12	0	0	0
4	23	13	0	0	0
4	23	14	0	0	0
4	23	15	0	0	0
4	23	16	0	0	0
4	23	17	0	0	0
4	23	18	98	123	0
4	24	0	555	2935	1
4	24	1	156	211	1
4	24	2	165	220	1
4	24	3	616	727	1
4	24	4	543	661	1
4	24	5	941	1105	1
4	24	6	99	286	1
4	24	7	0	0	0
4	24	8	101	282	1
4	24	9	337	461	1
4	24	10	15	78	1
4	24	11	838	949	1
4	24	12	0	0	0
4	24	13	0	0	0
4	24	14	0	0	0
4	24	15	0	0	0
4	24	16	0	0	0
4	24	17	0	0	0
4	24	18	0	24	0
4	25	0	586	2444	1
4	25	1	204	269	1
4	25	2	146	203	1
4	25	3	529	648	1
4	25	4	529	600	1
4	25	5	925	1098	1
4	25	6	174	338	1
4	25	7	0	0	0
4	25	8	110	245	1
4	25	9	148	236	1
4	25	10	27	116	1
4	25	11	721	827	1
4	25	12	0	0	0
4	25	13	0	0	0
4	25	14	0	0	0
4	25	15	0	0	0
4	25	16	0	0	0
4	25	17	0	0	0
4	25	18	0	36	0
4	26	0	279	2178	1
4	26	1	111	151	1
4	26	2	136	203	1
4	26	3	801	922	1
4	26	4	586	666	1
4	26	5	908	1079	1
4	26	6	139	337	1
4	26	7	0	0	0
4	26	8	85	209	1
4	26	9	274	345	1
4	26	10	12	122	1
4	26	11	644	777	1
4	26	12	0	0	0
