page	row	col	ink_px	chroma_px	has_text
10	10	2	0	0	0
10	10	3	0	0	0
10	10	4	0	0	0
10	10	5	0	0	0
10	10	6	0	0	0
10	10	7	0	0	0
10	10	8	0	0	0
10	10	9	0	0	0
10	10	10	0	0	0
10	10	11	0	0	0
10	10	12	0	14	0
10	10	13	435	539	1
10	10	14	15	160	0
10	10	15	21	56	0
10	10	16	0	0	0
10	10	17	0	12	0
10	10	18	338	446	1
10	11	0	0	1656	0
10	11	1	309	504	0
10	11	2	0	0	0
10	11	3	0	0	0
10	11	4	0	0	0
10	11	5	0	0	0
10	11	6	0	0	0
10	11	7	0	0	0
10	11	8	0	0	0
10	11	9	0	0	0
10	11	10	0	0	0
10	11	11	0	0	0
10	11	12	204	3	0
10	11	13	57	241	0
10	11	14	123	0	0
10	11	15	0	0	0
10	11	16	0	0	0
10	11	17	0	12	0
10	11	18	130	9	0
10	12	0	0	1472	0
10	12	1	957	1964	1
10	12	2	0	0	0
10	12	3	0	0	0
10	12	4	0	0	0
10	12	5	0	0	0
10	12	6	0	0	0
10	12	7	0	0	0
10	12	8	0	0	0
10	12	9	0	0	0
10	12	10	0	0	0
10	12	11	0	0	0
10	12	12	0	0	0
10	12	13	382	541	1
10	12	14	0	0	0
10	12	15	0	0	0
10	12	16	0	0	0
10	12	17	0	0	0
10	12	18	513	694	1
10	13	0	0	1411	0
10	13	1	0	0	0
10	13	2	0	0	0
10	13	3	0	0	0
10	13	4	0	0	0
10	13	5	0	0	0
10	13	6	0	0	0
10	13	7	0	0	0
10	13	8	0	0	0
10	13	9	0	0	0
10	13	10	0	0	0
10	13	11	0	0	0
10	13	12	72	0	0
10	13	13	0	0	0
10	13	14	190	0	0
10	13	15	0	0	0
10	13	16	24	0	0
10	13	17	30	0	0
10	13	18	0	0	0
10	14	0	0	1810	0
10	14	1	0	0	0
10	14	2	0	0	0
10	14	3	0	15	0
10	14	4	0	0	0
10	14	5	0	0	0
10	14	6	0	20	0
10	14	7	0	9	0
10	14	8	73	128	0
10	14	9	0	0	0
10	14	10	0	0	0
10	14	11	0	0	0
10	14	12	0	0	0
10	14	13	66	569	1
10	14	14	0	0	0
10	14	15	0	0	0
10	14	16	0	0	0
10	14	17	0	0	0
10	14	18	284	738	1
10	15	0	0	1899	0
10	15	1	0	0	0
10	15	2	0	0	0
10	15	3	0	0	0
10	15	4	0	363	0
10	15	5	0	834	1
10	15	6	0	0	0
10	15	7	0	0	0
10	15	8	0	0	0
10	15	9	0	0	0
10	15	10	0	0	0
10	15	11	0	0	0
10	15	12	0	0	0
10	15	13	0	0	0
10	15	14	0	0	0
10	15	15	0	0	0
10	15	16	0	0	0
10	15	17	0	0	0
10	15	18	411	1108	1
10	16	0	0	1630	0
10	16	1	0	0	0
10	16	2	0	0	0
10	16	3	0	0	0
10	16	4	0	0	0
10	16	5	0	0	0
10	16	6	0	0	0
10	16	7	0	0	0
10	16	8	0	0	0
10	16	9	0	0	0
10	16	10	0	0	0
10	16	11	0	0	0
10	16	12	0	0	0
10	16	13	0	0	0
10	16	14	0	0	0
10	16	15	0	0	0
10	16	16	0	0	0
10	16	17	0	0	0
10	16	18	36	649	1
10	17	0	0	1755	0
10	17	1	897	1727	1
10	17	2	0	0	0
10	17	3	0	0	0
10	17	4	0	0	0
10	17	5	0	0	0
10	17	6	0	0	0
10	17	7	0	0	0
10	17	8	0	92	0
10	17	9	0	18	0
10	17	10	0	0	0
10	17	11	126	0	0
10	17	12	39	0	0
10	17	13	0	0	0
10	17	14	0	0	0
10	17	15	9	0	0
10	17	16	0	0	0
10	17	17	0	0	0
10	17	18	27	0	0
10	18	0	76	2130	1
10	18	1	49	0	0
10	18	2	44	930	1
10	18	3	0	761	1
10	18	4	4	556	1
10	18	5	27	930	1
10	18	6	0	659	1
10	18	7	30	568	1
10	18	8	10	1172	1
10	18	9	0	854	0
10	18	10	0	0	0
10	18	11	42	234	1
10	18	12	11	0	0
10	18	13	629	725	1
10	18	14	18	0	0
10	18	15	0	0	0
10	18	16	0	0	0
10	18	17	0	0	0
10	18	18	503	625	1
10	19	0	0	1738	0
10	19	1	63	0	0
10	19	2	45	0	0
10	19	3	0	9	0
10	19	4	18	427	0
10	19	5	164	964	1
10	19	6	0	77	0
10	19	7	0	0	0
10	19	8	0	0	0
10	19	9	0	0	0
10	19	10	0	0	0
10	19	11	75	0	0
10	19	12	25	0	0
10	19	13	73	0	0
10	19	14	104	0	0
10	19	15	0	0	0
10	19	16	0	0	0
10	19	17	72	0	0
10	19	18	1092	891	1
10	20	0	0	2110	0
10	20	1	125	476	1
10	20	2	0	0	0
10	20	3	0	0	0
10	20	4	0	0	0
10	20	5	0	9	0
10	20	6	35	9	0
10	20	7	39	0	0
10	20	8	0	0	0
10	20	9	0	0	0
10	20	10	0	0	0
10	20	11	0	0	0
10	20	12	0	0	0
10	20	13	0	0	0
10	20	14	0	0	0
10	20	15	0	0	0
10	20	16	0	0	0
10	20	17	0	0	0
10	20	18	614	744	1
10	21	0	0	2216	0
10	21	1	306	701	0
10	21	2	0	0	0
10	21	3	0	0	0
10	21	4	0	0	0
10	21	5	0	0	0
10	21	6	52	0	0
10	21	7	76	0	0
10	21	8	0	22	0
10	21	9	0	10	0
10	21	10	0	0	0
10	21	11	0	0	0
10	21	12	0	0	0
10	21	13	658	643	1
10	21	14	95	0	0
10	21	15	0	0	0
10	21	16	0	0	0
10	21	17	0	0	0
10	21	18	515	675	1
10	22	0	0	1941	0
10	22	1	0	0	0
10	22	2	0	0	0
10	22	3	0	0	0
10	22	4	0	0	0
10	22	5	0	0	0
10	22	6	0	0	0
10	22	7	0	0	0
10	22	8	0	0	0
10	22	9	0	0	0
10	22	10	0	0	0
10	22	11	0	0	0
10	22	12	0	0	0
10	22	13	3	0	0
10	22	14	1	0	0
10	22	15	0	9	0
10	22	16	18	0	0
10	22	17	6	0	0
10	22	18	725	864	1
10	23	0	0	1912	0
10	23	1	116	474	0
10	23	2	0	0	0
10	23	3	0	0	0
10	23	4	0	0	0
10	23	5	57	24	0
10	23	6	19	0	0
10	23	7	69	0	0
10	23	8	23	0	0
10	23	9	0	0	0
10	23	10	0	0	0
10	23	11	0	0	0
10	23	12	0	0	0
10	23	13	40	0	0
10	23	14	40	0	0
10	23	15	0	12	0
10	23	16	0	0	0
10	23	17	0	0	0
10	23	18	808	1062	1
10	24	0	0	2231	0
10	24	1	409	1541	1
10	24	2	0	0	0
10	24	3	0	0	0
10	24	4	0	0	0
10	24	5	6	0	0
10	24	6	16	0	0
10	24	7	244	0	0
10	24	8	83	0	0
10	24	9	0	0	0
10	24	10	0	0	0
10	24	11	12	0	0
10	24	12	27	0	0
10	24	13	4	0	0
10	24	14	4	0	0
10	24	15	6	0	0
10	24	16	6	0	0
10	24	17	0	0	0
10	24	18	20	6	0
10	25	0	0	1624	0
10	25	1	0	0	0
10	25	2	0	0	0
10	25	3	0	0	0
10	25	4	0	0	0
10	25	5	0	0	0
10	25	6	0	0	0
10	25	7	174	0	0
10	25	8	44	0	0
10	25	9	57	0	0
10	25	10	27	0	0
10	25	11	102	0	0
10	25	12	143	0	0
10	25	13	447	550	1
10	25	14	13	9	0
10	25	15	0	0	0
10	25	16	0	0	0
10	25	17	0	0	0
10	25	18	789	884	1
10	26	0	0	1731	0
10	26	1	0	9	0
10	26	2	0	0	0
10	26	3	0	0	0
10	26	4	0	0	0
10	26	5	0	0	0
10	26	6	0	0	0
10	26	7	93	0	0
10	26	8	5	0	0
10	26	9	20	0	0
10	26	10	20	0	0
10	26	11	50	0	0
10	26	12	54	0	0
10	26	13	0	0	0
10	26	14	0	0	0
10	26	15	81	140	0
10	26	16	62	51	0
10	26	17	0	0	0
10	26	18	898	1070	1
10	27	0	0	1490	0
10	27	1	0	0	0
10	27	2	0	0	0
10	27	3	0	0	0
10	27	4	0	0	0
10	27	5	0	0	0
10	27	6	0	0	0
10	27	7	84	0	0
10	27	8	20	0	0
10	27	9	71	0	0
10	27	10	100	0	0
10	27	11	0	0	0
10	27	12	0	0	0
10	27	13	0	0	0
10	27	14	0	0	0
10	27	15	0	0	0
10	27	16	0	0	0
10	27	17	0	0	0
10	27	18	98	0	0
10	28	0	475	473	0
10	28	1	0	9	0
10	28	2	0	0	0
10	28	3	0	0	0
10	28	4	0	0	0
10	28	5	0	0	0
10	28	6	0	0	0
10	28	7	51	0	0
10	28	8	44	0	0
10	28	9	59	37	0
10	28	10	108	0	0
10	28	11	0	0	0
10	28	12	0	0	0
10	28	13	0	0	0
10	28	14	0	0	0
10	28	15	0	0	0
10	28	16	0	0	0
10	28	17	0	0	0
10	28	18	120	6	0
10	29	0	262	33	0
10	29	1	0	0	0
10	29	2	0	0	0
10	29	3	0	0	0
10	29	4	0	0	0
10	29	5	0	0	0
10	29	6	0	0	0
10	29	7	0	0	0
10	29	8	0	0	0
10	29	9	27	0	0
10	29	10	81	0	0
10	29	11	0	0	0
10	29	12	0	0	0
10	29	13	69	0	0
10	29	14	31	0	0
10	29	15	0	0	0
10	29	16	0	0	0
10	29	17	0	0	0
10	29	18	0	0	0
10	30	0	219	26	0
10	30	1	0	0	0
10	30	2	0	0	0
10	30	3	0	0	0
10	30	4	0	0	0
10	30	5	0	0	0
10	30	6	8	0	0
10	30	7	8	0	0
10	30	8	0	0	0
10	30	9	26	0	0
10	30	10	26	0	0
10	30	11	0	0	0
10	30	12	0	0	0
10	30	13	0	12	0
10	30	14	0	0	0
10	30	15	0	0	0
10	30	16	0	0	0
10	30	17	0	0	0
10	30	18	0	0	0
10	31	0	1299	163	0
10	31	1	0	0	0
10	31	2	0	0	0
10	31	3	0	0	0
10	31	4	0	0	0
10	31	5	0	0	0
10	31	6	10	6	0
10	31	7	10	6	0
10	31	8	0	0	0
10	31	9	23	0	0
10	31	10	13	0	0
10	31	11	0	0	0
10	31	12	0	0	0
10	31	13	0	0	0
10	31	14	0	0	0
10	31	15	0	0	0
10	31	16	0	0	0
10	31	17	0	27	0
10	31	18	0	0	0
10	32	0	1104	156	0
10	32	1	0	0	0
10	32	2	0	0	0
10	32	3	0	0	0
10	32	4	0	0	0
10	32	5	0	0	0
10	32	6	0	66	0
10	32	7	0	33	0
10	32	8	0	0	0
10	32	9	0	0	0
10	32	10	0	0	0
10	32	11	0	0	0
10	32	12	0	0	0
10	32	13	0	0	0
10	32	14	0	0	0
10	32	15	0	0	0
10	32	16	0	0	0
10	32	17	0	0	0
10	32	18	0	0	0
10	33	0	651	529	0
10	33	1	0	0	0
10	33	2	0	0	0
10	33	3	0	0	0
10	33	4	0	0	0
10	33	5	0	0	0
10	33	6	0	0	0
10	33	7	0	0	0
10	33	8	0	0	0
10	33	9	113	0	0
10	33	10	26	0	0
10	33	11	145	0	0
10	33	12	30	0	0
10	33	13	39	0	0
10	33	14	0	0	0
10	33	15	0	0	0
10	33	16	0	9	0
10	33	17	0	0	0
10	33	18	0	0	0
